,date,meantemp
67,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.5
68,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.5
69,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,29.75
70,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,32.125
71,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.125
72,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.0
73,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,29.235294
74,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,28.5
75,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.125
76,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,32.125
77,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,32.125
78,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.375
79,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.125
80,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.428572
81,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.375
82,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.875
83,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,33.0
84,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,33.25
85,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,32.5
86,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,33.0
87,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,33.125
88,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,33.125
89,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,33.875
90,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,34.125
91,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,33.857143
92,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,29.625
93,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.375
94,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,28.625
95,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,27.625
96,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,29.428572
97,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,29.25
98,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,28.625
99,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,27.875
100,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,26.5
101,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,28.5
102,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.0
103,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.25
104,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.0
105,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,28.75
106,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,26.571428
107,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,28.5
108,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,29.375
109,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,29.125
110,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,29.625
111,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.625
112,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.625
113,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.5
114,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.0
115,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.125
116,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.5
117,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.625
118,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.0
119,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,29.625
120,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.0
121,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.0
122,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.5
123,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.25
124,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.5
125,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.625
126,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.428572
127,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.375
128,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.5
129,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.0
130,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.625
131,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,30.625
132,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,31.0
133,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,28.75
134,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,27.625
135,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,27.125
136,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,25.714285
137,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,26.0
138,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,27.625
139,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,24.5
140,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,24.5
141,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,23.0
142,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,25.0
143,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,24.0
144,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,23.75
145,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,24.75
146,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,25.625
147,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,25.75
148,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,25.25
149,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,25.5
150,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,25.25
151,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,25.125
152,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,24.875
153,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,25.125
154,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,24.75
155,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,23.875
156,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,23.375
157,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,22.5
158,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,22.875
159,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,23.375
160,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,23.625
161,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,22.75
162,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,23.0
163,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,24.0
164,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,23.875
165,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,24.125
166,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,21.375
167,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,19.25
168,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,19.625
169,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,18.5
170,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,18.375
171,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,18.625
172,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,18.25
173,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,17.75
174,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,17.625
175,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,17.5
176,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,20.375
177,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,18.25
178,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,19.875
179,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,17.125
180,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,16.875
181,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,16.5
182,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,19.625
183,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,18.125
184,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,19.375
185,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,20.25
186,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,19.75
187,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,20.0
188,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,21.375
189,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,25.0
190,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,21.25
191,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,17.75
192,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,18.25
193,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,17.25
194,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,17.0
195,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,15.285714
196,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,21.5
197,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,19.625
198,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,17.5
199,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,16.0
200,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,16.875
201,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,16.625
202,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,17.75
203,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,12.875
204,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,11.75
205,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,11.75
206,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,11.25
207,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,9.5
208,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,9.375
209,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,9.625
210,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,9.875
211,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,9.25
212,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,10.75
213,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,10.375
214,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,9.0
215,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,11.125
216,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,11.625
217,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,12.375
218,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,14.75
219,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,14.875
220,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,15.125
221,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,14.125
222,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,14.0
223,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,12.0
224,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,9.625
225,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,10.0
226,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,10.625
227,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,11.125
228,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,11.0
229,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,10.625
230,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,12.25
231,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,12.0
232,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,12.375
233,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,13.0
234,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,13.5
235,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,13.0
236,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,13.75
237,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,13.375
238,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,13.25
239,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,12.625
240,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,14.625
241,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,12.375
242,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,13.25
243,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,13.75
244,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,13.25
245,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,11.714286
246,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,11.5
247,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,12.75
248,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,13.75
249,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,15.0
250,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,17.375
251,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,16.75
252,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,14.625
253,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,14.625
254,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,15.125
255,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,15.875
256,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,16.625
257,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,16.875
258,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,15.75
259,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,16.0
260,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,15.5
261,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,17.25
262,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,19.375
263,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,18.875
264,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,20.625
265,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,21.142857
266,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,21.25
267,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,22.75
268,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,22.75
269,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,21.875
270,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,22.142857
271,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,21.5
272,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,22.875
273,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,23.125
274,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,20.0
275,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,19.25
276,hdfs://127.0.0.1:9000/Training_Online_Stream/FlumeData.1731966643194,21.25
